Expected_jobs,Actual_jobs,City,State
22,19,L'Islet,Quebec
140,30,L'Épiphanie,Quebec
1651,0,L'Île-Bizard,Quebec
2091,0,L'Île-Bizard--Sainte-Geneviève,Quebec
842,350,L'Île-Cadieux,Quebec
3511,1,L'Île-Dorval,Quebec
1002,1,L'Île-Perrot,Quebec
14,12,L'Île-d'Entrée,Quebec
29,28,La Baie,Quebec
29,0,La Baie,Quebec
29,28,La Baie,Quebec
29,0,La Baie,Quebec
0,0,La Cité,Quebec
25,26,La Guadeloupe,Quebec
0,0,La Haute-Saint-Charles,Quebec
30,49,La Malbaie,Quebec
0,0,La Malbaie--Pointe-au-Pic,Quebec
0,0,La Patrie,Quebec
155,103,La Plaine,Quebec
40,41,La Pocatière,Quebec
2608,2,La Prairie,Quebec
0,0,La Pérade,Quebec
81,69,La Sarre,Quebec
31,31,La Tuque,Quebec
14154,35,LaSalle,Quebec
14154,0,LaSalle,Quebec
14154,35,LaSalle,Quebec
14154,0,LaSalle,Quebec
59,0,Lac-Brome,Quebec
58,45,Lac-Carré,Quebec
0,0,Lac-Delage,Quebec
19,5,Lac-Etchemin,Quebec
67,65,Lac-Mégantic,Quebec
0,0,Lac-Poulin,Quebec
0,0,Lac-Saguay,Quebec
348,208,Lac-Saint-Charles,Quebec
107,92,Lac-Saint-Joseph,Quebec
30,28,Lac-Sergent,Quebec
20,0,Lac-au-Saumon,Quebec
2,2,Lac-des-Écorces,Quebec
1984,263,Lachenaie,Quebec
3568,2,Lachine,Quebec
3568,0,Lachine,Quebec
3568,2,Lachine,Quebec
3568,0,Lachine,Quebec
82,0,Lachute,Quebec
28,4,Lacolle,Quebec
0,0,Lafontaine,Quebec
137,57,Larochelle,Quebec
14,7,Laterrière,Quebec
1,1,Laurentides,Quebec
0,0,Laurentien,Quebec
30,29,Laurier-Station,Quebec
3,3,Laurierville,Quebec
5834,1,Laval,Quebec
5834,0,Laval,Quebec
5834,1,Laval,Quebec
5834,0,Laval,Quebec
1782,0,Laval-Ouest,Quebec
15808,0,Laval-des-Rapides,Quebec
1928,1,Laval-sur-le-Lac,Quebec
59,14,Lavaltrie,Quebec
59,0,Lavaltrie,Quebec
59,14,Lavaltrie,Quebec
59,0,Lavaltrie,Quebec
28,27,Lawrenceville,Quebec
4,5,Le Gardeur,Quebec
0,0,Le Mont-Bellevue,Quebec
0,0,Le Plateau-Mont-Royal,Quebec
0,0,Le Sud-Ouest,Quebec
0,0,Le Vieux-Longueuil,Quebec
15463,6,LeMoyne,Quebec
13,12,Lebel-sur-Quévillon,Quebec
23,12,Leclercville,Quebec
987,0,Lennoxville,Quebec
987,0,Lennoxville,Quebec
987,0,Lennoxville,Quebec
987,0,Lennoxville,Quebec
0,0,Les Becquets,Quebec
0,0,Les Chutes-de-la-Chaudière-Est,Quebec
0,0,Les Chutes-de-la-Chaudière-Ouest,Quebec
787,160,Les Rivières,Quebec
0,0,Limoilou,Quebec
0,0,Linière,Quebec
16105,501,Longueuil,Quebec
16105,1,Longueuil,Quebec
16105,501,Longueuil,Quebec
16105,1,Longueuil,Quebec
910,0,Loretteville,Quebec
1312,1,Lorraine,Quebec
22,21,Lorrainville,Quebec
128,91,Louiseville,Quebec
0,0,Luceville,Quebec
1098,0,Léry,Quebec
5689,7,Lévis,Quebec
0,0,MacNider,Quebec
5,5,Macamic,Quebec
224,186,Magog,Quebec
21,21,Malartic,Quebec
45,40,Maniwaki,Quebec
0,1,Manseau,Quebec
305,0,Maple Grove,Quebec
1,0,Marbleton,Quebec
603,320,Marieville,Quebec
0,0,Marsoui,Quebec
970,6,Mascouche,Quebec
88,1,Maskinongé,Quebec
104,58,Masson-Angers,Quebec
14,10,Massueville,Quebec
6,6,Matagami,Quebec
90,71,Matane,Quebec
997,389,McMasterville,Quebec
24,0,Melbourne,Quebec
235,16,Melocheville,Quebec
340,7,Mercier,Quebec
0,0,Mercier--Hochelaga-Maisonneuve,Quebec
309,282,Mirabel,Quebec
34,0,Mistassini,Quebec
0,0,Moisie,Quebec
242,185,Mont-Gabriel,Quebec
25,23,Mont-Joli,Quebec
82,73,Mont-Laurier,Quebec
216,0,Mont-Rolland,Quebec
18171,1,Mont-Royal,Quebec
967,7,Mont-Saint-Grégoire,Quebec
504,1,Mont-Saint-Hilaire,Quebec
0,0,Mont-Saint-Pierre,Quebec
139,101,Mont-Tremblant,Quebec
13,13,Montauban,Quebec
20,19,Montebello,Quebec
123,105,Montmagny,Quebec
16153,9,Montréal,Quebec
2767,1,Montréal-Est,Quebec
5240,3,Montréal-Nord,Quebec
5240,0,Montréal-Nord,Quebec
5240,3,Montréal-Nord,Quebec
5240,0,Montréal-Nord,Quebec
14903,0,Montréal-Ouest,Quebec
0,0,Murdochville,Quebec
0,0,Mégantic,Quebec
1,0,Métabetchouan,Quebec
4,1,Métabetchouan--Lac-à-la-Croix,Quebec
0,0,Métis-sur-Mer,Quebec
0,0,Métis-sur-Mer,Quebec
0,0,Métis-sur-Mer,Quebec
0,0,Métis-sur-Mer,Quebec
60,52,Napierville,Quebec
34,23,Neuville,Quebec
34,0,Neuville,Quebec
34,23,Neuville,Quebec
34,0,Neuville,Quebec
124,31,New Glasgow,Quebec
55,50,New Richmond,Quebec
71,28,Nicolet,Quebec
60,5,Norbertville,Quebec
13,0,Normandin,Quebec
80,18,North Hatley,Quebec
0,0,Notre-Dame-d'Hébertville,Quebec
1009,0,Notre-Dame-de-l'Île-Perrot,Quebec
445,1,Notre-Dame-des-Prairies,Quebec
30,18,Notre-Dame-du-Bon-Conseil,Quebec
6,0,Notre-Dame-du-Lac,Quebec
224,1,Omerville,Quebec
17,16,Ormstown,Quebec
596,0,Otterburn Park,Quebec
18130,2,Outremont,Quebec
18130,0,Outremont,Quebec
18130,2,Outremont,Quebec
18130,0,Outremont,Quebec
35,13,Papineauville,Quebec
1,1,Parent,Quebec
9,9,Paspébiac,Quebec
5,5,Percé,Quebec
12,4,Philipsburg,Quebec
2109,0,Pierrefonds,Quebec
0,0,Pierrefonds-Roxboro,Quebec
8,11,Pierreville,Quebec
815,0,Pincourt,Quebec
83,76,Plessisville,Quebec
5,5,Pohénégamook,Quebec
777,0,Pointe-Calumet,Quebec
2080,0,Pointe-Claire,Quebec
29,0,Pointe-Fortune,Quebec
108,11,Pointe-Lebel,Quebec
0,0,Pointe-au-Pic,Quebec
206,183,Pointe-au-Père,Quebec
1,0,Pointe-aux-Outardes,Quebec
817,0,Pointe-des-Cascades,Quebec
52,3,Pont-Rouge,Quebec
52,0,Pont-Rouge,Quebec
52,3,Pont-Rouge,Quebec
52,0,Pont-Rouge,Quebec
15932,1,Pont-Viau,Quebec
17,18,Port-Cartier,Quebec
3,3,Portage-du-Fort,Quebec
56,7,Portneuf,Quebec
0,0,Price,Quebec
0,0,Priceville,Quebec
24,14,Princeville,Quebec
310,92,Prévost,Quebec
3,0,Quyon,Quebec
6061,1,Québec,Quebec
52,42,Rawdon,Quebec
795,0,Repentigny,Quebec
340,1,Richelieu,Quebec
26,4,Richmond,Quebec
47,45,Rigaud,Quebec
215,3,Rimouski,Quebec
0,0,Rimouski-Est,Quebec
18,14,Ripon,Quebec
51,10,Rivière-Beaudette,Quebec
59,0,Rivière-Rouge,Quebec
1953,1,Rivière-des-Prairies--Pointe-aux-Trembles,Quebec
268,225,Rivière-du-Loup,Quebec
1,1,Rivière-à-Pierre,Quebec
0,0,Robertsonville,Quebec
51,46,Roberval,Quebec
925,1,Rock Forest,Quebec
2,2,Rock Island,Quebec
0,0,Rosemont--La Petite-Patrie,Quebec
1839,3,Rosemère,Quebec
422,1,Rougemont,Quebec
186,155,Rouyn-Noranda,Quebec
2815,1,Roxboro,Quebec
25,3,Roxton Falls,Quebec
59,13,Roxton Pond,Quebec
186,6,Sacré-Coeur-de-Jésus,Quebec
426,0,Saguenay,Quebec
0,0,Saint-Agapitville,Quebec
5,8,Saint-Alban,Quebec
13,3,Saint-Alexandre,Quebec
81,39,Saint-Alexis,Quebec
8,6,Saint-André,Quebec
29,0,Saint-André-Avellin,Quebec
59,0,Saint-André-Est,Quebec
0,0,Saint-André-d'Acton-Vale,Quebec
0,0,Saint-André-du-Lac-Saint-Jean,Quebec
52,41,Saint-Anselme,Quebec
59,1,Saint-Antoine,Quebec
39,38,Saint-Augustin,Quebec
1226,0,Saint-Augustin-de-Desmaures,Quebec
88,0,Saint-Basile,Quebec
0,0,Saint-Basile-Sud,Quebec
1239,10,Saint-Basile-le-Grand,Quebec
278,6,Saint-Benoît,Quebec
49,43,Saint-Bernard,Quebec
213,3,Saint-Boniface-de-Shawinigan,Quebec
0,0,Saint-Casimir-Est,Quebec
2285,0,Saint-Charles,Quebec
18,11,Saint-Charles-sur-Richelieu,Quebec
23,21,Saint-Chrysostome,Quebec
1109,3,Saint-Constant,Quebec
13,0,Saint-Cyrille,Quebec
13,0,Saint-Cyrille,Quebec
13,0,Saint-Cyrille,Quebec
13,0,Saint-Cyrille,Quebec
0,0,Saint-Cyrille-de-Normandin,Quebec
15,6,Saint-Célestin,Quebec
454,0,Saint-Césaire,Quebec
62,37,Saint-Damase,Quebec
46,3,Saint-Denis,Quebec
0,0,Saint-Denis-de-Richelieu,Quebec
175,121,Saint-Elzéar,Quebec
1187,1,Saint-Eustache,Quebec
30,0,Saint-Flavien,Quebec
2499,0,Saint-François,Quebec
9,0,Saint-François-du-Lac,Quebec
25,22,Saint-Félicien,Quebec
46,36,Saint-Félix-de-Valois,Quebec
40,30,Saint-Gabriel,Quebec
308,254,Saint-Georges,Quebec
308,0,Saint-Georges,Quebec
308,254,Saint-Georges,Quebec
308,0,Saint-Georges,Quebec
0,0,Saint-Georges-de-Cacouna,Quebec
1,1,Saint-Georges-de-Windsor,Quebec
804,10,Saint-Germain-de-Grantham,Quebec
0,0,Saint-Grégoire-de-Greenlay,Quebec
42,36,Saint-Guillaume,Quebec
8,6,Saint-Gérard,Quebec
0,0,Saint-Hilaire-sur-Richelieu,Quebec
4311,1,Saint-Hubert,Quebec
4311,0,Saint-Hubert,Quebec
4311,1,Saint-Hubert,Quebec
4311,0,Saint-Hubert,Quebec
584,504,Saint-Hyacinthe,Quebec
31,28,Saint-Isidore,Quebec
72,1,Saint-Jacques,Quebec
1312,3,Saint-Jean-Chrysostome,Quebec
0,0,Saint-Jean-de-Boischatel,Quebec
687,0,Saint-Jean-sur-Richelieu,Quebec
63,51,Saint-Joseph-de-Beauce,Quebec
288,24,Saint-Joseph-de-Sorel,Quebec
3,1,Saint-Joseph-de-la-Rive,Quebec
152,0,Saint-Jovite,Quebec
729,486,Saint-Jérôme,Quebec
15055,1,Saint-Lambert,Quebec
17684,1,Saint-Laurent,Quebec
17684,2,Saint-Laurent,Quebec
17684,1,Saint-Laurent,Quebec
17684,2,Saint-Laurent,Quebec
554,0,Saint-Lazare,Quebec
27,27,Saint-Liboire,Quebec
105,0,Saint-Lin--Laurentides,Quebec
46,0,Saint-Louis-de-France,Quebec
53,0,Saint-Luc,Quebec
3,3,Saint-Ludger,Quebec
5257,0,Saint-Léonard,Quebec
5257,0,Saint-Léonard,Quebec
5257,0,Saint-Léonard,Quebec
5257,0,Saint-Léonard,Quebec
30,19,Saint-Léonard-d'Aston,Quebec
5,1,Saint-Marc-des-Carrières,Quebec
50,16,Saint-Maurice,Quebec
1432,0,Saint-Nicolas,Quebec
683,4,Saint-Nicéphore,Quebec
6,5,Saint-Noël,Quebec
35,8,Saint-Ours,Quebec
12,11,Saint-Pamphile,Quebec
6,0,Saint-Pascal,Quebec
20,20,Saint-Paulin,Quebec
36,7,Saint-Pie,Quebec
443,0,Saint-Pierre,Quebec
443,0,Saint-Pierre,Quebec
443,0,Saint-Pierre,Quebec
443,0,Saint-Pierre,Quebec
27,4,Saint-Placide,Quebec
102,10,Saint-Polycarpe,Quebec
1,2,Saint-Raphaël,Quebec
17,3,Saint-Raymond,Quebec
5799,2,Saint-Romuald,Quebec
1752,0,Saint-Rédempteur,Quebec
76,56,Saint-Rémi,Quebec
263,0,Saint-Sauveur,Quebec
242,0,Saint-Sauveur-des-Monts,Quebec
2,2,Saint-Siméon,Quebec
1,1,Saint-Sylvestre,Quebec
372,0,Saint-Timothée,Quebec
10,14,Saint-Tite,Quebec
0,0,Saint-Ulric,Quebec
4,3,Saint-Vallier,Quebec
3621,2,Saint-Victor,Quebec
5067,1,Saint-Vincent-de-Paul,Quebec
26,0,Saint-Wenceslas,Quebec
10,10,Saint-Zacharie,Quebec
341,0,Saint-Zotique,Quebec
885,0,Saint-Émile,Quebec
0,0,Saint-Éphrem-de-Tring,Quebec
229,2,Sainte-Adèle,Quebec
102,20,Sainte-Agathe,Quebec
0,0,Sainte-Agathe-Sud,Quebec
102,1,Sainte-Agathe-des-Monts,Quebec
0,0,Sainte-Angèle-de-Mérici,Quebec
0,0,Sainte-Angèle-de-Rimouski,Quebec
38,0,Sainte-Anne-de-Beaupré,Quebec
1041,0,Sainte-Anne-de-Bellevue,Quebec
14,0,Sainte-Anne-des-Monts,Quebec
0,0,Sainte-Anne-des-Monts--Tourelle,Quebec
199,0,Sainte-Anne-des-Plaines,Quebec
0,1,Sainte-Anne-du-Lac,Quebec
2063,2,Sainte-Catherine,Quebec
23,6,Sainte-Catherine-de-la-Jacques-Cartier,Quebec
0,0,Sainte-Clothilde-de-Horton,Quebec
3,0,Sainte-Clotilde-de-Horton,Quebec
31,1,Sainte-Croix,Quebec
2599,2,Sainte-Dorothée,Quebec
5983,0,Sainte-Foy,Quebec
0,0,Sainte-Foy--Sillery,Quebec
0,0,Sainte-Félicité,Quebec
2091,0,Sainte-Geneviève,Quebec
2,0,Sainte-Jeanne-d'Arc,Quebec
1591,585,Sainte-Julie,Quebec
380,2,Sainte-Madeleine,Quebec
8,4,Sainte-Marguerite--Estérel,Quebec
6,0,Sainte-Marguerite-du-Lac-Masson,Quebec
185,1,Sainte-Marie,Quebec
185,0,Sainte-Marie,Quebec
185,1,Sainte-Marie,Quebec
185,0,Sainte-Marie,Quebec
739,0,Sainte-Marthe-du-Cap,Quebec
853,2,Sainte-Marthe-sur-le-Lac,Quebec
58,0,Sainte-Monique,Quebec
3,0,Sainte-Philomène,Quebec
105,8,Sainte-Pudentienne,Quebec
4170,0,Sainte-Pétronille,Quebec
585,1,Sainte-Rosalie,Quebec
3908,1,Sainte-Rose,Quebec
311,0,Sainte-Scholastique,Quebec
2,3,Sainte-Thècle,Quebec
1662,0,Sainte-Thérèse,Quebec
216,0,Sainte-Véronique,Quebec
399,1,Salaberry-de-Valleyfield,Quebec
0,0,Sault-au-Mouton,Quebec
3,2,Sawyerville,Quebec
5,5,Schefferville,Quebec
0,0,Scotstown,Quebec
1,1,Scott,Quebec
3,3,Senneterre,Quebec
1103,1,Senneville,Quebec
142,115,Sept-Îles,Quebec
251,0,Shawinigan,Quebec
234,0,Shawinigan-Sud,Quebec
4,3,Shawville,Quebec
137,2,Shefford-Ouest,Quebec
1031,4,Sherbrooke,Quebec
6281,0,Sillery,Quebec
282,0,Sorel,Quebec
288,2,Sorel-Tracy,Quebec
7,6,Stanstead,Quebec
2,0,Stanstead Plain,Quebec
16,1,Stukely-Sud,Quebec
16,1,Sutton,Quebec
25,22,Tadoussac,Quebec
5,3,Taschereau,Quebec
1254,0,Terrebonne,Quebec
157,136,Thetford Mines,Quebec
43,12,Thurso,Quebec
1,1,Tracy,Quebec
57,0,Tring-Jonction,Quebec
9,8,Trois-Pistoles,Quebec
798,0,Trois-Rivières,Quebec
800,4,Trois-Rivières-Ouest,Quebec
5,5,Témiscaming,Quebec
60,2,Upton,Quebec
11,1,Val-Barrette,Quebec
0,0,Val-Brillant,Quebec
389,1,Val-Bélair,Quebec
104,2,Val-David,Quebec
0,0,Val-Jalbert,Quebec
247,221,Val-d'Or,Quebec
36,8,Valcourt,Quebec
102,13,Vallée-Jonction,Quebec
18,20,Vanier,Quebec
1064,13,Varennes,Quebec
756,0,Vaudreuil,Quebec
756,0,Vaudreuil-Dorion,Quebec
822,0,Vaudreuil-sur-le-Lac,Quebec
16669,2,Verdun,Quebec
16669,1,Verdun,Quebec
16669,2,Verdun,Quebec
16669,1,Verdun,Quebec
400,15,Victoriaville,Quebec
22,0,Ville-Marie,Quebec
22,0,Ville-Marie,Quebec
22,0,Ville-Marie,Quebec
22,0,Ville-Marie,Quebec
0,0,Villeray--Saint-Michel--Parc-Extension,Quebec
3,4,Vimont,Quebec
13,11,Wakefield,Quebec
20,1,Warden,Quebec
26,19,Warwick,Quebec
20,0,Waterloo,Quebec
60,3,Waterville,Quebec
0,0,Weedon Centre,Quebec
16111,2,Westmount,Quebec
0,0,Wickham West,Quebec
0,0,Wickham-Ouest,Quebec
16,4,Windsor,Quebec
0,0,Wottonville,Quebec
1,0,Wright-Gracefield-Northfield,Quebec
126,1,Yamachiche,Quebec
16,1,Yamaska,Quebec
17,0,Yamaska-Est,Quebec
0,0,Île-Cadieux,Quebec
1001,0,Île-Perrot,Quebec
0,0,Îles-Laval,Quebec
1035,951,Ajax,Ontario
319,319,Albion,Ontario
0,0,"Alliston, Beeton, Tecumseth and Tottenham",Ontario
54,47,Amherstburg,Ontario
61,51,Arnprior,Ontario
1443,1084,Aurora,Ontario
1443,13,Aurora,Ontario
1443,1084,Aurora,Ontario
1443,13,Aurora,Ontario
34,32,Aylmer,Ontario
28,28,Bancroft,Ontario
1190,1133,Barrie,Ontario
428,383,Belleville,Ontario
0,0,Berlin,Ontario
7,7,Blind River,Ontario
57,65,Blue Mountains,Ontario
18,19,Bluewater,Ontario
14,15,Bosanquet,Ontario
123,121,Bracebridge,Ontario
200,204,Bradford West Gwillimbury,Ontario
2801,1316,Brampton,Ontario
687,685,Brant,Ontario
0,0,Brant-on-the-Grand,Ontario
687,72,Brantford,Ontario
0,0,Bridgeburg,Ontario
27,25,Brighton,Ontario
