Expected_jobs,Actual_jobs,City,State
743,33,Bromont,Quebec
147,128,Brompton,Quebec
1054,806,Bromptonville,Quebec
16884,1050,Brossard,Quebec
90,72,Brownsburg,Quebec
90,1,Brownsburg-Chatham,Quebec
20,19,Bryson,Quebec
291,253,Buckingham,Quebec
804,682,Bécancour,Quebec
6,6,Cabano,Quebec
0,0,Cadillac,Quebec
0,0,Calumet,Quebec
0,0,Calumet,Quebec
0,0,Calumet,Quebec
0,0,Calumet,Quebec
8,0,Campbell's Bay,Quebec
4618,710,Candiac,Quebec
12,10,Cap-Chat,Quebec
6493,371,Cap-Rouge,Quebec
115,109,Cap-Santé,Quebec
13,12,Cap-aux-Meules,Quebec
851,15,Cap-de-la-Madeleine,Quebec
0,0,Cap-à-l'Aigle,Quebec
2496,70,Carignan,Quebec
136,37,Carillon,Quebec
1,1,Carleton,Quebec
0,0,Carleton--Saint-Omer,Quebec
0,0,Cascades-Point,Quebec
9,7,Causapscal,Quebec
2997,6,Chambly,Quebec
18,17,Chandler,Quebec
6,8,Chapais,Quebec
147,124,Chapeau,Quebec
3279,1014,Charlemagne,Quebec
6571,0,Charlesbourg,Quebec
6571,0,Charlesbourg,Quebec
6571,0,Charlesbourg,Quebec
6571,0,Charlesbourg,Quebec
6317,1,Charny,Quebec
50,47,Chibougamau,Quebec
588,462,Chicoutimi,Quebec
588,0,Chicoutimi,Quebec
588,462,Chicoutimi,Quebec
588,0,Chicoutimi,Quebec
3,3,Chomedey,Quebec
16,10,Chute-aux-Outardes,Quebec
78,0,Château-Richer,Quebec
4235,474,Châteauguay,Quebec
2627,5,Châteauguay-Centre,Quebec
0,0,Châteauguay-Heights,Quebec
4,4,Chénéville,Quebec
34,27,Clarenceville,Quebec
81,69,Clermont,Quebec
56,43,Coaticook,Quebec
114,39,Compton,Quebec
114,68,Contrecoeur,Quebec
55,13,Cookshire,Quebec
55,0,Cookshire-Eaton,Quebec
423,320,Coteau-Landing,Quebec
421,11,Coteau-Station,Quebec
159,1,Cowansville,Quebec
20973,3,Côte-Saint-Luc,Quebec
0,0,Côte-des-Neiges--Notre-Dame-de-Grâce,Quebec
66,17,Danville,Quebec
47,6,Daveluyville,Quebec
4005,2,Delson,Quebec
3,3,Desbiens,Quebec
0,0,Deschaillons,Quebec
9,10,Deschaillons-sur-Saint-Laurent,Quebec
5,5,Desjardins,Quebec
3492,14,Deux-Montagnes,Quebec
15,15,Disraeli,Quebec
54,0,Dixville,Quebec
37,32,Dolbeau,Quebec
37,0,Dolbeau-Mistassini,Quebec
7543,1,Dollard-Des Ormeaux,Quebec
102,17,Donnacona,Quebec
2,2,Dorion,Quebec
17821,2,Dorval,Quebec
847,689,Drummondville,Quebec
168,2,Dunham,Quebec
1,1,Duparquet,Quebec
20964,4,Duvernay,Quebec
14,11,Dégelis,Quebec
55,0,East Angus,Quebec
23,22,East Broughton Station,Quebec
263,0,East Farnham,Quebec
0,0,East Hatley,Quebec
240,58,Eastman,Quebec
5941,0,Fabreville,Quebec
499,1,Farnham,Quebec
7,8,Ferme-Neuve,Quebec
13,13,Fermont,Quebec
1037,4,Fleurimont,Quebec
1037,0,Fleurimont,Quebec
1037,4,Fleurimont,Quebec
1037,0,Fleurimont,Quebec
8,8,Forestville,Quebec
0,0,Fort-Chambly,Quebec
3,3,Fort-Coulonge,Quebec
4,1,Fortierville,Quebec
0,0,Fossambault-sur-le-Lac,Quebec
187,0,Foster,Quebec
0,0,Francoeur,Quebec
62,64,Gaspé,Quebec
6712,423,Gatineau,Quebec
2,2,Godbout,Quebec
2,0,Gracefield,Quebec
2,0,Gracefield,Quebec
2,0,Gracefield,Quebec
2,0,Gracefield,Quebec
717,2,Granby,Quebec
255,10,Grand-Mère,Quebec
20,1,Grande-Rivière,Quebec
4,3,Grandes-Bergeronnes,Quebec
223,1,Grandes-Piles,Quebec
19724,4,Greenfield Park,Quebec
19724,0,Greenfield Park,Quebec
19724,4,Greenfield Park,Quebec
19724,0,Greenfield Park,Quebec
119,96,Grenville,Quebec
119,0,Grenville,Quebec
119,96,Grenville,Quebec
119,0,Grenville,Quebec
21185,0,Hampstead,Quebec
279,2,Hatley,Quebec
0,0,Hauterive,Quebec
71,64,Hemmingford,Quebec
35,9,Henryville,Quebec
113,22,Howick,Quebec
696,288,Hudson,Quebec
6762,0,Hull,Quebec
27,18,Huntingdon,Quebec
10,4,Hébertville-Station,Quebec
1125,600,Iberville,Quebec
4,4,Inverness,Quebec
124,9,Jacques-Cartier,Quebec
469,417,Joliette,Quebec
578,1,Jonquière,Quebec
578,0,Jonquière,Quebec
578,1,Jonquière,Quebec
578,0,Jonquière,Quebec
10,10,Kamouraska,Quebec
53,19,Kingsbury,Quebec
80,9,Kingsey Falls,Quebec
80,0,Kingsey Falls,Quebec
80,9,Kingsey Falls,Quebec
80,0,Kingsey Falls,Quebec
3858,0,Kirkland,Quebec
0,0,Knob-Lake,Quebec
6605,0,L'Ancienne-Lorette,Quebec
4107,6,L'Ange-Gardien,Quebec
61,55,L'Annonciation,Quebec
608,8,L'Assomption,Quebec
3,3,L'Isle-Verte,Quebec
57,40,L'Islet,Quebec
739,1,L'Épiphanie,Quebec
3475,0,L'Île-Bizard,Quebec
3412,0,L'Île-Bizard--Sainte-Geneviève,Quebec
1305,2,L'Île-Cadieux,Quebec
15875,0,L'Île-Dorval,Quebec
1888,0,L'Île-Perrot,Quebec
14,2,L'Île-d'Entrée,Quebec
64,29,La Baie,Quebec
64,0,La Baie,Quebec
64,29,La Baie,Quebec
64,0,La Baie,Quebec
0,0,La Cité,Quebec
79,64,La Guadeloupe,Quebec
0,0,La Haute-Saint-Charles,Quebec
30,32,La Malbaie,Quebec
0,0,La Malbaie--Pointe-au-Pic,Quebec
0,0,La Patrie,Quebec
1131,514,La Plaine,Quebec
45,41,La Pocatière,Quebec
16170,1,La Prairie,Quebec
0,0,La Pérade,Quebec
88,2,La Sarre,Quebec
31,32,La Tuque,Quebec
18567,8,LaSalle,Quebec
18567,0,LaSalle,Quebec
18567,8,LaSalle,Quebec
18567,0,LaSalle,Quebec
79,2,Lac-Brome,Quebec
158,91,Lac-Carré,Quebec
0,0,Lac-Delage,Quebec
22,8,Lac-Etchemin,Quebec
67,66,Lac-Mégantic,Quebec
0,0,Lac-Poulin,Quebec
2,2,Lac-Saguay,Quebec
1085,598,Lac-Saint-Charles,Quebec
184,137,Lac-Saint-Joseph,Quebec
57,30,Lac-Sergent,Quebec
24,0,Lac-au-Saumon,Quebec
80,75,Lac-des-Écorces,Quebec
3545,2,Lachenaie,Quebec
17450,0,Lachine,Quebec
17450,4,Lachine,Quebec
17450,0,Lachine,Quebec
17450,4,Lachine,Quebec
91,0,Lachute,Quebec
75,30,Lacolle,Quebec
0,0,Lafontaine,Quebec
871,1,Larochelle,Quebec
440,3,Laterrière,Quebec
1,1,Laurentides,Quebec
0,0,Laurentien,Quebec
66,50,Laurier-Station,Quebec
95,79,Laurierville,Quebec
21295,13,Laval,Quebec
21295,1,Laval,Quebec
21283,13,Laval,Quebec
21283,1,Laval,Quebec
6111,0,Laval-Ouest,Quebec
21737,0,Laval-des-Rapides,Quebec
6187,0,Laval-sur-le-Lac,Quebec
163,41,Lavaltrie,Quebec
163,0,Lavaltrie,Quebec
163,41,Lavaltrie,Quebec
163,0,Lavaltrie,Quebec
61,36,Lawrenceville,Quebec
4,5,Le Gardeur,Quebec
0,0,Le Mont-Bellevue,Quebec
0,0,Le Plateau-Mont-Royal,Quebec
0,0,Le Sud-Ouest,Quebec
0,0,Le Vieux-Longueuil,Quebec
20088,0,LeMoyne,Quebec
13,12,Lebel-sur-Quévillon,Quebec
31,8,Leclercville,Quebec
1087,0,Lennoxville,Quebec
1087,0,Lennoxville,Quebec
1087,0,Lennoxville,Quebec
1087,0,Lennoxville,Quebec
0,0,Les Becquets,Quebec
0,0,Les Chutes-de-la-Chaudière-Est,Quebec
0,0,Les Chutes-de-la-Chaudière-Ouest,Quebec
868,0,Les Rivières,Quebec
0,0,Limoilou,Quebec
0,1,Linière,Quebec
22108,43,Longueuil,Quebec
22108,4,Longueuil,Quebec
22108,43,Longueuil,Quebec
22108,4,Longueuil,Quebec
5628,0,Loretteville,Quebec
4790,1,Lorraine,Quebec
22,21,Lorrainville,Quebec
129,93,Louiseville,Quebec
0,0,Luceville,Quebec
2975,0,Léry,Quebec
6503,4,Lévis,Quebec
0,0,MacNider,Quebec
6,6,Macamic,Quebec
254,0,Magog,Quebec
21,21,Malartic,Quebec
52,42,Maniwaki,Quebec
9,5,Manseau,Quebec
1187,0,Maple Grove,Quebec
3,2,Marbleton,Quebec
1105,8,Marieville,Quebec
0,0,Marsoui,Quebec
2559,0,Mascouche,Quebec
135,0,Maskinongé,Quebec
343,75,Masson-Angers,Quebec
43,35,Massueville,Quebec
6,6,Matagami,Quebec
93,72,Matane,Quebec
1573,0,McMasterville,Quebec
70,5,Melbourne,Quebec
1014,1,Melocheville,Quebec
1086,12,Mercier,Quebec
0,0,Mercier--Hochelaga-Maisonneuve,Quebec
548,362,Mirabel,Quebec
36,0,Mistassini,Quebec
0,0,Moisie,Quebec
290,152,Mont-Gabriel,Quebec
30,27,Mont-Joli,Quebec
84,8,Mont-Laurier,Quebec
286,2,Mont-Rolland,Quebec
22259,1,Mont-Royal,Quebec
1198,0,Mont-Saint-Grégoire,Quebec
1297,0,Mont-Saint-Hilaire,Quebec
0,0,Mont-Saint-Pierre,Quebec
161,26,Mont-Tremblant,Quebec
14,17,Montauban,Quebec
58,46,Montebello,Quebec
125,95,Montmagny,Quebec
22827,1,Montréal,Quebec
6675,1,Montréal-Est,Quebec
20372,1,Montréal-Nord,Quebec
20372,0,Montréal-Nord,Quebec
20372,1,Montréal-Nord,Quebec
20372,0,Montréal-Nord,Quebec
21215,0,Montréal-Ouest,Quebec
39,30,Murdochville,Quebec
0,0,Mégantic,Quebec
3,0,Métabetchouan,Quebec
4,1,Métabetchouan--Lac-à-la-Croix,Quebec
0,0,Métis-sur-Mer,Quebec
0,0,Métis-sur-Mer,Quebec
0,0,Métis-sur-Mer,Quebec
0,0,Métis-sur-Mer,Quebec
136,17,Napierville,Quebec
136,37,Neuville,Quebec
136,0,Neuville,Quebec
136,37,Neuville,Quebec
136,0,Neuville,Quebec
835,486,New Glasgow,Quebec
55,50,New Richmond,Quebec
208,78,Nicolet,Quebec
413,1,Norbertville,Quebec
13,0,Normandin,Quebec
1188,0,North Hatley,Quebec
0,0,Notre-Dame-d'Hébertville,Quebec
2053,1,Notre-Dame-de-l'Île-Perrot,Quebec
473,2,Notre-Dame-des-Prairies,Quebec
72,27,Notre-Dame-du-Bon-Conseil,Quebec
20,0,Notre-Dame-du-Lac,Quebec
327,1,Omerville,Quebec
55,19,Ormstown,Quebec
1465,1,Otterburn Park,Quebec
22338,1,Outremont,Quebec
22338,0,Outremont,Quebec
22338,1,Outremont,Quebec
22338,0,Outremont,Quebec
58,2,Papineauville,Quebec
1,1,Parent,Quebec
15,14,Paspébiac,Quebec
5,4,Percé,Quebec
37,3,Philipsburg,Quebec
3594,1,Pierrefonds,Quebec
0,0,Pierrefonds-Roxboro,Quebec
17,10,Pierreville,Quebec
1615,1,Pincourt,Quebec
110,0,Plessisville,Quebec
5,5,Pohénégamook,Quebec
2486,0,Pointe-Calumet,Quebec
4977,0,Pointe-Claire,Quebec
135,1,Pointe-Fortune,Quebec
113,0,Pointe-Lebel,Quebec
0,0,Pointe-au-Pic,Quebec
220,182,Pointe-au-Père,Quebec
1,0,Pointe-aux-Outardes,Quebec
1149,0,Pointe-des-Cascades,Quebec
78,0,Pont-Rouge,Quebec
78,0,Pont-Rouge,Quebec
78,0,Pont-Rouge,Quebec
78,0,Pont-Rouge,Quebec
21370,0,Pont-Viau,Quebec
17,17,Port-Cartier,Quebec
68,62,Portage-du-Fort,Quebec
90,1,Portneuf,Quebec
15,2,Price,Quebec
0,0,Priceville,Quebec
483,0,Princeville,Quebec
910,14,Prévost,Quebec
68,3,Quyon,Quebec
6555,0,Québec,Quebec
69,24,Rawdon,Quebec
1574,2,Repentigny,Quebec
2136,0,Richelieu,Quebec
27,0,Richmond,Quebec
69,0,Rigaud,Quebec
219,0,Rimouski,Quebec
0,0,Rimouski-Est,Quebec
31,2,Ripon,Quebec
116,16,Rivière-Beaudette,Quebec
61,0,Rivière-Rouge,Quebec
5213,0,Rivière-des-Prairies--Pointe-aux-Trembles,Quebec
276,236,Rivière-du-Loup,Quebec
3,3,Rivière-à-Pierre,Quebec
0,0,Robertsonville,Quebec
63,56,Roberval,Quebec
1120,1,Rock Forest,Quebec
7,3,Rock Island,Quebec
0,0,Rosemont--La Petite-Patrie,Quebec
5624,1,Rosemère,Quebec
549,2,Rougemont,Quebec
188,161,Rouyn-Noranda,Quebec
8227,1,Roxboro,Quebec
61,14,Roxton Falls,Quebec
591,0,Roxton Pond,Quebec
188,11,Sacré-Coeur-de-Jésus,Quebec
588,0,Saguenay,Quebec
0,0,Saint-Agapitville,Quebec
56,0,Saint-Alban,Quebec
559,1,Saint-Alexandre,Quebec
213,10,Saint-Alexis,Quebec
11,6,Saint-André,Quebec
42,0,Saint-André-Avellin,Quebec
130,0,Saint-André-Est,Quebec
0,0,Saint-André-d'Acton-Vale,Quebec
1,0,Saint-André-du-Lac-Saint-Jean,Quebec
214,111,Saint-Anselme,Quebec
161,0,Saint-Antoine,Quebec
39,39,Saint-Augustin,Quebec
6197,1,Saint-Augustin-de-Desmaures,Quebec
94,0,Saint-Basile,Quebec
0,0,Saint-Basile-Sud,Quebec
2760,0,Saint-Basile-le-Grand,Quebec
713,3,Saint-Benoît,Quebec
203,149,Saint-Bernard,Quebec
251,1,Saint-Boniface-de-Shawinigan,Quebec
0,0,Saint-Casimir-Est,Quebec
3360,0,Saint-Charles,Quebec
445,22,Saint-Charles-sur-Richelieu,Quebec
51,6,Saint-Chrysostome,Quebec
3795,0,Saint-Constant,Quebec
13,0,Saint-Cyrille,Quebec
13,0,Saint-Cyrille,Quebec
13,0,Saint-Cyrille,Quebec
13,0,Saint-Cyrille,Quebec
0,0,Saint-Cyrille-de-Normandin,Quebec
112,0,Saint-Célestin,Quebec
556,2,Saint-Césaire,Quebec
722,561,Saint-Damase,Quebec
285,0,Saint-Denis,Quebec
0,0,Saint-Denis-de-Richelieu,Quebec
212,56,Saint-Elzéar,Quebec
3458,0,Saint-Eustache,Quebec
69,0,Saint-Flavien,Quebec
6364,0,Saint-François,Quebec
17,0,Saint-François-du-Lac,Quebec
27,23,Saint-Félicien,Quebec
231,66,Saint-Félix-de-Valois,Quebec
54,19,Saint-Gabriel,Quebec
351,23,Saint-Georges,Quebec
351,0,Saint-Georges,Quebec
351,23,Saint-Georges,Quebec
351,0,Saint-Georges,Quebec
0,0,Saint-Georges-de-Cacouna,Quebec
28,0,Saint-Georges-de-Windsor,Quebec
843,1,Saint-Germain-de-Grantham,Quebec
0,0,Saint-Grégoire-de-Greenlay,Quebec
52,9,Saint-Guillaume,Quebec
9,4,Saint-Gérard,Quebec
0,0,Saint-Hilaire-sur-Richelieu,Quebec
17601,0,Saint-Hubert,Quebec
17601,0,Saint-Hubert,Quebec
17601,0,Saint-Hubert,Quebec
17601,0,Saint-Hubert,Quebec
627,3,Saint-Hyacinthe,Quebec
113,2,Saint-Isidore,Quebec
526,1,Saint-Jacques,Quebec
5806,0,Saint-Jean-Chrysostome,Quebec
0,0,Saint-Jean-de-Boischatel,Quebec
1264,0,Saint-Jean-sur-Richelieu,Quebec
128,7,Saint-Joseph-de-Beauce,Quebec
301,36,Saint-Joseph-de-Sorel,Quebec
77,5,Saint-Joseph-de-la-Rive,Quebec
157,1,Saint-Jovite,Quebec
927,0,Saint-Jérôme,Quebec
20070,0,Saint-Lambert,Quebec
21264,6,Saint-Laurent,Quebec
21264,0,Saint-Laurent,Quebec
21264,6,Saint-Laurent,Quebec
21264,0,Saint-Laurent,Quebec
838,0,Saint-Lazare,Quebec
501,5,Saint-Liboire,Quebec
228,1,Saint-Lin--Laurentides,Quebec
51,0,Saint-Louis-de-France,Quebec
54,0,Saint-Luc,Quebec
19,19,Saint-Ludger,Quebec
21061,2,Saint-Léonard,Quebec
21061,0,Saint-Léonard,Quebec
21061,2,Saint-Léonard,Quebec
21061,0,Saint-Léonard,Quebec
53,0,Saint-Léonard-d'Aston,Quebec
61,0,Saint-Marc-des-Carrières,Quebec
726,2,Saint-Maurice,Quebec
2259,2,Saint-Nicolas,Quebec
839,1,Saint-Nicéphore,Quebec
6,5,Saint-Noël,Quebec
122,0,Saint-Ours,Quebec
13,12,Saint-Pamphile,Quebec
10,0,Saint-Pascal,Quebec
22,21,Saint-Paulin,Quebec
638,0,Saint-Pie,Quebec
472,0,Saint-Pierre,Quebec
472,0,Saint-Pierre,Quebec
472,0,Saint-Pierre,Quebec
472,0,Saint-Pierre,Quebec
94,2,Saint-Placide,Quebec
342,1,Saint-Polycarpe,Quebec
4,3,Saint-Raphaël,Quebec
21,3,Saint-Raymond,Quebec
6568,0,Saint-Romuald,Quebec
6142,1,Saint-Rédempteur,Quebec
504,111,Saint-Rémi,Quebec
310,0,Saint-Sauveur,Quebec
307,0,Saint-Sauveur-des-Monts,Quebec
2,2,Saint-Siméon,Quebec
11,3,Saint-Sylvestre,Quebec
929,0,Saint-Timothée,Quebec
13,14,Saint-Tite,Quebec
81,0,Saint-Ulric,Quebec
5,0,Saint-Vallier,Quebec
19447,0,Saint-Victor,Quebec
20155,0,Saint-Vincent-de-Paul,Quebec
38,0,Saint-Wenceslas,Quebec
12,12,Saint-Zacharie,Quebec
390,1,Saint-Zotique,Quebec
5635,0,Saint-Émile,Quebec
0,0,Saint-Éphrem-de-Tring,Quebec
288,0,Sainte-Adèle,Quebec
118,0,Sainte-Agathe,Quebec
0,0,Sainte-Agathe-Sud,Quebec
118,0,Sainte-Agathe-des-Monts,Quebec
30,3,Sainte-Angèle-de-Mérici,Quebec
0,0,Sainte-Angèle-de-Rimouski,Quebec
44,3,Sainte-Anne-de-Beaupré,Quebec
1965,0,Sainte-Anne-de-Bellevue,Quebec
14,0,Sainte-Anne-des-Monts,Quebec
14,0,Sainte-Anne-des-Monts--Tourelle,Quebec
1599,0,Sainte-Anne-des-Plaines,Quebec
1,1,Sainte-Anne-du-Lac,Quebec
16967,0,Sainte-Catherine,Quebec
79,2,Sainte-Catherine-de-la-Jacques-Cartier,Quebec
0,0,Sainte-Clothilde-de-Horton,Quebec
27,0,Sainte-Clotilde-de-Horton,Quebec
121,0,Sainte-Croix,Quebec
7729,0,Sainte-Dorothée,Quebec
6614,0,Sainte-Foy,Quebec
0,0,Sainte-Foy--Sillery,Quebec
12,3,Sainte-Félicité,Quebec
3409,0,Sainte-Geneviève,Quebec
34,0,Sainte-Jeanne-d'Arc,Quebec
3046,348,Sainte-Julie,Quebec
1005,2,Sainte-Madeleine,Quebec
77,1,Sainte-Marguerite--Estérel,Quebec
77,0,Sainte-Marguerite-du-Lac-Masson,Quebec
211,0,Sainte-Marie,Quebec
211,0,Sainte-Marie,Quebec
211,0,Sainte-Marie,Quebec
211,0,Sainte-Marie,Quebec
833,0,Sainte-Marthe-du-Cap,Quebec
2891,1,Sainte-Marthe-sur-le-Lac,Quebec
89,0,Sainte-Monique,Quebec
4,0,Sainte-Philomène,Quebec
592,1,Sainte-Pudentienne,Quebec
5735,0,Sainte-Pétronille,Quebec
613,1,Sainte-Rosalie,Quebec
6362,0,Sainte-Rose,Quebec
539,1,Sainte-Scholastique,Quebec
20,0,Sainte-Thècle,Quebec
4806,0,Sainte-Thérèse,Quebec
286,0,Sainte-Véronique,Quebec
437,0,Salaberry-de-Valleyfield,Quebec
0,0,Sault-au-Mouton,Quebec
14,0,Sawyerville,Quebec
5,5,Schefferville,Quebec
0,0,Scotstown,Quebec
1,1,Scott,Quebec
3,3,Senneterre,Quebec
1970,0,Senneville,Quebec
145,118,Sept-Îles,Quebec
260,0,Shawinigan,Quebec
261,0,Shawinigan-Sud,Quebec
10,2,Shawville,Quebec
826,1,Shefford-Ouest,Quebec
1076,3,Sherbrooke,Quebec
6635,0,Sillery,Quebec
301,0,Sorel,Quebec
301,0,Sorel-Tracy,Quebec
23,13,Stanstead,Quebec
7,0,Stanstead Plain,Quebec
87,0,Stukely-Sud,Quebec
42,1,Sutton,Quebec
26,23,Tadoussac,Quebec
6,3,Taschereau,Quebec
5149,0,Terrebonne,Quebec
160,135,Thetford Mines,Quebec
72,2,Thurso,Quebec
2,2,Tracy,Quebec
99,1,Tring-Jonction,Quebec
11,9,Trois-Pistoles,Quebec
871,0,Trois-Rivières,Quebec
885,3,Trois-Rivières-Ouest,Quebec
5,5,Témiscaming,Quebec
74,2,Upton,Quebec
81,0,Val-Barrette,Quebec
20,0,Val-Brillant,Quebec
1315,1,Val-Bélair,Quebec
194,3,Val-David,Quebec
0,0,Val-Jalbert,Quebec
251,223,Val-d'Or,Quebec
37,5,Valcourt,Quebec
246,0,Vallée-Jonction,Quebec
18,19,Vanier,Quebec
3157,0,Varennes,Quebec
1120,2,Vaudreuil,Quebec
1120,0,Vaudreuil-Dorion,Quebec
1164,0,Vaudreuil-sur-le-Lac,Quebec
18856,5,Verdun,Quebec
18856,0,Verdun,Quebec
18856,5,Verdun,Quebec
18856,0,Verdun,Quebec
472,0,Victoriaville,Quebec
22,0,Ville-Marie,Quebec
22,0,Ville-Marie,Quebec
22,0,Ville-Marie,Quebec
22,0,Ville-Marie,Quebec
0,0,Villeray--Saint-Michel--Parc-Extension,Quebec
3,4,Vimont,Quebec
43,38,Wakefield,Quebec
127,0,Warden,Quebec
448,0,Warwick,Quebec
176,1,Waterloo,Quebec
883,0,Waterville,Quebec
0,0,Weedon Centre,Quebec
21840,1,Westmount,Quebec
0,0,Wickham West,Quebec
0,0,Wickham-Ouest,Quebec
36,0,Windsor,Quebec
0,0,Wottonville,Quebec
2,0,Wright-Gracefield-Northfield,Quebec
148,0,Yamachiche,Quebec
53,0,Yamaska,Quebec
23,0,Yamaska-Est,Quebec
0,0,Île-Cadieux,Quebec
1886,0,Île-Perrot,Quebec
0,0,Îles-Laval,Quebec
1237,1041,Ajax,Ontario
446,487,Albion,Ontario
0,0,"Alliston, Beeton, Tecumseth and Tottenham",Ontario
150,130,Amherstburg,Ontario
65,0,Arnprior,Ontario
2373,1144,Aurora,Ontario
2373,20,Aurora,Ontario
2373,1144,Aurora,Ontario
2373,20,Aurora,Ontario
45,41,Aylmer,Ontario
28,30,Bancroft,Ontario
1303,1118,Barrie,Ontario
436,398,Belleville,Ontario
0,0,Berlin,Ontario
7,7,Blind River,Ontario
81,80,Blue Mountains,Ontario
21,23,Bluewater,Ontario
39,35,Bosanquet,Ontario
207,201,Bracebridge,Ontario
1155,618,Bradford West Gwillimbury,Ontario
7518,1420,Brampton,Ontario
775,786,Brant,Ontario
0,0,Brant-on-the-Grand,Ontario
